<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
2369,TCKT3369,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-26 16:08:05,Low,Critical,2024-12-26 16:08:05,2024-12-26 18:08:05,Closed,Dana
2370,TCKT3370,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-01 09:48:52,Low,Minor,2025-02-01 09:48:52,2025-02-01 10:48:52,Closed,Charlie
2371,TCKT3371,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-02 06:27:20,Medium,Critical,2025-01-02 06:27:20,2025-01-02 10:27:20,Closed,Eve
2372,TCKT3372,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-31 15:50:36,Low,Minor,2025-01-31 15:50:36,,In Progress,Charlie
2373,TCKT3373,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-14 11:23:36,Critical,Critical,2025-01-14 11:23:36,2025-01-14 16:23:36,Resolved,Dana
2374,TCKT3374,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-23 06:26:01,Critical,Minor,2024-12-23 06:26:01,,Open,Eve
2375,TCKT3375,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-26 01:00:23,High,Minor,2024-12-26 01:00:23,,Open,Eve
2376,TCKT3376,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-21 08:12:47,Low,Minor,2025-01-21 08:12:47,,Open,Bob
2377,TCKT3377,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-08 10:48:48,Medium,Minor,2025-01-08 10:48:48,,In Progress,Eve
2378,TCKT3378,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-02 14:41:50,High,Minor,2025-01-02 14:41:50,2025-01-02 16:41:50,Resolved,Eve
2379,TCKT3379,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-25 23:23:42,Medium,Critical,2025-02-25 23:23:42,2025-02-26 01:23:42,Closed,Bob
2380,TCKT3380,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-27 04:51:15,Low,Critical,2025-02-27 04:51:15,2025-02-27 06:51:15,Resolved,Bob
2381,TCKT3381,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-03 00:28:46,High,Minor,2025-02-03 00:28:46,2025-02-03 01:28:46,Resolved,Eve
2382,TCKT3382,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-13 04:30:01,High,Critical,2025-02-13 04:30:01,,In Progress,Charlie
2383,TCKT3383,UserPortal,Bug issue in UserPortal,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-17 19:29:32,Critical,Critical,2025-01-17 19:29:32,,Open,Alice
2384,TCKT3384,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-07 13:00:55,Low,Major,2024-12-07 13:00:55,,Open,Dana
2385,TCKT3385,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-12 04:04:51,Medium,Critical,2024-12-12 04:04:51,2024-12-12 09:04:51,Closed,Bob
2386,TCKT3386,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-05 23:51:29,High,Major,2025-01-05 23:51:29,2025-01-06 04:51:29,Resolved,Charlie
2387,TCKT3387,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-10 01:46:17,High,Critical,2025-02-10 01:46:17,,Open,Dana
2388,TCKT3388,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-21 10:18:50,High,Major,2024-12-21 10:18:50,,Open,Bob
2389,TCKT3389,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-21 21:46:37,High,Critical,2024-12-21 21:46:37,,In Progress,Dana
2390,TCKT3390,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-20 22:39:04,High,Major,2025-02-20 22:39:04,2025-02-21 03:39:04,Resolved,Charlie
2391,TCKT3391,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-30 11:39:51,Medium,Critical,2025-01-30 11:39:51,,In Progress,Charlie
2392,TCKT3392,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-13 14:54:55,Medium,Minor,2025-01-13 14:54:55,,In Progress,Charlie
2393,TCKT3393,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-21 15:29:52,Low,Minor,2024-12-21 15:29:52,2024-12-21 17:29:52,Resolved,Dana
2394,TCKT3394,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-27 06:13:13,Medium,Minor,2025-01-27 06:13:13,2025-01-27 09:13:13,Resolved,Bob
2395,TCKT3395,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-07 09:35:35,Medium,Critical,2024-12-07 09:35:35,2024-12-07 11:35:35,Closed,Dana
2396,TCKT3396,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-27 03:18:31,Critical,Minor,2024-12-27 03:18:31,2024-12-27 08:18:31,Resolved,Dana
2397,TCKT3397,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-31 04:14:15,Medium,Minor,2024-12-31 04:14:15,2024-12-31 05:14:15,Resolved,Dana
2398,TCKT3398,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-10 09:44:05,Low,Major,2024-12-10 09:44:05,2024-12-10 10:44:05,Closed,Bob
2399,TCKT3399,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-01 07:12:11,Medium,Major,2025-02-01 07:12:11,2025-02-01 10:12:11,Resolved,Bob
2400,TCKT3400,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-27 06:29:48,High,Minor,2024-12-27 06:29:48,2024-12-27 07:29:48,Resolved,Bob
2401,TCKT3401,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-15 13:43:19,High,Critical,2024-12-15 13:43:19,,In Progress,Alice
2402,TCKT3402,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-02 18:01:53,High,Major,2025-02-02 18:01:53,2025-02-02 23:01:53,Resolved,Charlie
2403,TCKT3403,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-21 19:50:09,Critical,Critical,2024-12-21 19:50:09,2024-12-21 20:50:09,Closed,Alice
2404,TCKT3404,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-07 06:00:41,Critical,Minor,2024-12-07 06:00:41,,Open,Alice
2405,TCKT3405,UserPortal,Bug issue in UserPortal,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-28 05:27:57,Medium,Critical,2025-02-28 05:27:57,2025-02-28 06:27:57,Resolved,Bob
2406,TCKT3406,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-17 23:16:12,High,Minor,2024-12-17 23:16:12,,Open,Bob
2407,TCKT3407,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-21 14:05:39,High,Critical,2025-02-21 14:05:39,,In Progress,Dana
2408,TCKT3408,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-03 07:14:24,Low,Minor,2025-01-03 07:14:24,2025-01-03 08:14:24,Closed,Charlie
2409,TCKT3409,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-02 02:59:58,High,Critical,2024-12-02 02:59:58,,In Progress,Alice
2410,TCKT3410,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-16 08:57:32,Low,Critical,2025-02-16 08:57:32,,Open,Charlie
2411,TCKT3411,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-14 15:24:19,High,Minor,2025-01-14 15:24:19,,In Progress,Bob
2412,TCKT3412,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-05 11:18:19,Low,Major,2025-02-05 11:18:19,2025-02-05 13:18:19,Closed,Bob
2413,TCKT3413,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-29 09:41:58,Medium,Minor,2024-12-29 09:41:58,2024-12-29 13:41:58,Closed,Alice
2414,TCKT3414,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-02-10 12:58:46,Critical,Minor,2025-02-10 12:58:46,2025-02-10 16:58:46,Closed,Bob
2415,TCKT3415,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-21 02:55:10,High,Critical,2025-01-21 02:55:10,2025-01-21 05:55:10,Closed,Charlie
2416,TCKT3416,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-03 16:42:57,Low,Major,2024-12-03 16:42:57,,In Progress,Charlie
2417,TCKT3417,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-31 15:45:00,Low,Minor,2025-01-31 15:45:00,2025-01-31 17:45:00,Closed,Dana
2418,TCKT3418,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-27 08:15:56,High,Minor,2024-12-27 08:15:56,2024-12-27 09:15:56,Resolved,Bob
2419,TCKT3419,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-09 02:29:51,High,Minor,2024-12-09 02:29:51,,In Progress,Eve
2420,TCKT3420,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-13 21:25:33,Low,Minor,2024-12-13 21:25:33,2024-12-13 23:25:33,Resolved,Bob
2421,TCKT3421,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-29 00:36:37,Low,Major,2024-12-29 00:36:37,,Open,Dana
2422,TCKT3422,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-31 00:07:43,Low,Major,2024-12-31 00:07:43,2024-12-31 04:07:43,Closed,Dana
2423,TCKT3423,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-19 15:43:30,High,Critical,2025-01-19 15:43:30,,Open,Bob
2424,TCKT3424,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-10 22:33:09,High,Major,2025-02-10 22:33:09,2025-02-11 02:33:09,Resolved,Eve
2425,TCKT3425,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-24 21:27:14,Medium,Minor,2025-01-24 21:27:14,2025-01-24 22:27:14,Closed,Charlie
2426,TCKT3426,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-02 21:09:37,Low,Minor,2025-01-02 21:09:37,2025-01-02 23:09:37,Resolved,Charlie
2427,TCKT3427,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-31 11:16:47,High,Minor,2024-12-31 11:16:47,2024-12-31 13:16:47,Closed,Alice
2428,TCKT3428,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-02 01:43:00,Medium,Minor,2024-12-02 01:43:00,,In Progress,Bob
2429,TCKT3429,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-11 05:34:59,Critical,Minor,2024-12-11 05:34:59,,In Progress,Bob
